1. Universidad,2. Carrera,3. Semestre,4. ¿Cuántas veces comes al día?,5. ¿Cada cuánto tiempo comes comida rápida por semana?,6. ¿Cual es el tipo de desayuno que prefiere?(Parte liquida),7. Bebida Preferida,8. Snack preferidos,9. ¿Cual es su marca preferida de Galletas?,10. Marca de productos lácteos preferida,11. Consume Suplementos Alimenticios,12. Cual considera su Temperamento,13. ¿Te sientes cómodo con personas que sabes que tienen más conocimiento?,"14. Tienes intención de comprarte un traje o vestido nuevo y el encargado de ventas, te pregunta si vas a algún lugar o evento especial. ¿Cómo reaccionas?","15. No te dio tiempo a cenar y te mueres de hambre, pero estás en la casa de tu amigo. Su madre está cocinando y huele... tremendamente apetitoso. ¿Dices algo?","16. ¿Qué número es la décima parte de la cuarta parte de la quinta parte de la mitad de 12,000?","17. ¿Cuál es el número de 4 dígitos? El primer digito es una quinta parte del ultimo, y el segundo y tercero conforman un solo número, producto de la multiplicación del ultimo por 3.","18. ¿Qué relación hay entre Pilar y Valeria? Pilar fue a visitar a Valeria. Pilar es la única hija de la única hija de la suegra de Fernando, el marido de Valeria.",19. Un negociante compra café por 1200€ y lo vende por 1500€. Por cada saco de café gana un beneficio de 50€. ¿Cuántos sacos de café tenía?,"20. ¿Qué número completa la secuencia? 1, 2, 4, 7, 11, _, 22",21. ¿Quién finalizó último en la carrera? Ni A ni E salieron últimos. Pero B venció a C y C lo hizo con D. E derroto a F y D venció a E.
Universidad Mayor de San Simon,"FAC. CIENCIAS JURIDICAS Y POLITICAS (Juridica, Politica)",SEPTIMO,3 veces,Entre 3 o 4 días,Cafe,"Gaseosas(Coca Cola, Sprite, Fanta, etc)",Mani salado,Oreo,,No,FLEMATICO,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,16,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Mayor de San Simon,"FAC. TECNOLOGIA(Informatica, Sistemas, Electronica, Telecomunicaciones, etc)",CUARTO,3 veces,Entre 1  o 2 días,Jugos Frutales,"Jugos frutales (Ades, Frutall, etc)","Alafajores, Chocolate","Mabel (Waflers, saladitas, etc)",DELICIA,No,COLERICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,Le pregunto si tiene algo de comer pues estoy hambriento.,250,1155,Pilar es hija de Valeria,No se puede saber,19,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
Universidad Catolica Boliviana,"Facultad de ciencias Quimicas(Ing. Petrolera, Quimica)",QUINTO,3 veces,Entre 3 o 4 días,Yogurt,"Jugos frutales (Ades, Frutall, etc)",Masitas en General.,"Mabel (Waflers, saladitas, etc)",PIL,No,MELANCOLICO,"A veces, dependiendo de si siento que son accesibles o no.",Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es sobrina de Valeria,No se puede saber,16,F
UNIVALLE,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,3 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,17,B
UNIVALLE,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,3 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,17,B
UNIVALLE,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,3 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,17,B
UNIVALLE,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,3 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,17,B
UNIVALLE,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,3 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,17,B
UNIVALLE,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,3 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,17,B
UNIVALLE,"FAC. MEDICINA (Medicina, Fisioterapia y Kinesiologia)",QUINTO,3 veces,Entre 1  o 2 días,Cafe,"Jugos frutales (Ades, Frutall, etc)",Mani salado,"Mabel (Waflers, saladitas, etc)",,No,SANGUINEO.,En raras ocasiones; normalmente me siento incomodo/a con personas que creen ser mas que uno.,Le cuento mis planes y le pido asesoramiento sobre el vestuario más adecuado para mí.,"Si no me dicen nada, yo tampoco. Me voy a casa a cenar o pico algo por el camino",30,1155,Pilar es hija de Valeria,No se puede saber,17,B
